content,score,label,cluster,tsne_x,tsne_y,실제감성,군집명
방음이 잘안되네요.,2,0,3,0.06305504,-1.5369865,부정,일반감성형
아직싸보진않았지만 구성이좋어요 조금날까로운부분이있어서 조심해야할꺼같아요,5,1,3,0.76721746,-0.08559934,긍정,일반감성형
생각보다 크기가 작구요. 아주 가느다란 피어싱이예요. 귀걸이 두께에 볼만 달려있는 정도.. 구매시 참고하세요,4,1,0,0.79753894,0.1647974,긍정,제품후기형
"펌프 불량이에요 뿌릴때마다 펌프 주변으로 꿀렁꿀렁 다 흘러 나와서 옷을 아주 그냥 싹 적셨어요 ,,,,, 앰버는 항상 쓰던 향이고 러브스펠은.. 명성에 비해 별로에요ㅠㅠ",1,0,3,-0.03994381,1.1249058,부정,일반감성형
역시 너무 많은걸 바랬나 봅니다. 좋은 시계줄에 대한 개인차이는 있겠지만 너무 뻑뻑합니다..,1,0,3,0.31657225,0.26696244,부정,일반감성형
재구매 맛도좋고 배송도 빠르고 추천입니다.,5,1,2,-0.24948588,2.9368618,긍정,배송중심
생각보다 색상이 밝네요,4,1,3,2.078617,-0.7486509,긍정,일반감성형
예쁘게 잘 사용했어요,5,1,0,0.83365047,0.5796259,긍정,제품후기형
빠른 배송 감사하ㄴ다,5,1,2,-1.2764901,3.1414301,긍정,배송중심
배송메모뭐하러있음??ㅋㅋㅋ,2,0,0,-1.2555327,2.65811,부정,제품후기형
술먹음담날 쓰기 참좋네요.ㅋㅋ,4,1,3,1.5826573,1.3073431,긍정,일반감성형
제품 좋고 빠른 배송에 만족합니다. ^^,5,1,2,-0.8543572,2.6579366,긍정,배송중심
먹고 있는중이에요 먹어 보고 재구매 할께요,5,1,1,-2.3606582,0.124167405,긍정,식품카테고리
벽에 밀착이안되고 뜹니다,2,0,3,0.057502072,-1.4482586,부정,일반감성형
아직 사용하진 않았지만 빠른배송 감사요,5,1,2,-1.2593851,3.098109,긍정,배송중심
저렴하구 빨리왔어요,4,1,3,0.1841664,0.65837127,긍정,일반감성형
혀로려ㅕㅕ랴ㅙㅐ햐햘료,5,1,3,0.28014034,0.09099774,긍정,일반감성형
가격이 사악하지만 잘 쓰고 있어요 ㅋㅋ 좋아요,5,1,3,-0.25479364,1.6217606,긍정,일반감성형
비린내가나고 엄청짜요. 국산이라고해서 샀는데 의심스럽네요~,2,0,0,-1.5673065,-1.2787591,부정,제품후기형
신발 늘리는데 편해요 하지만 2개 세트 가격이 아니라 하나 가격이니 사실 때 2개 사시는 걸 추천드려요 전 번갈아가며 늘렸어요,5,1,3,1.0449024,1.0786645,긍정,일반감성형
재질이 생각했던 것 보다는 두껍네요. 좋은 제품입니다 ~~,5,1,0,1.0258276,-0.16221878,긍정,제품후기형
페어링이 한 쪽 만 되기도 하고 자주 끊기기도 하고..가끔 잘 될때도 있어서 랜덤이예요 잘 될때만 있다면 좋겠네요...ㅎ 교환도 잘 안될거 같아서 그냥 쓰려구요,2,0,0,0.4410253,0.12552409,부정,제품후기형
늘쓰던거라 믿고구매 했어요~^^,4,1,0,-0.44737393,1.4035681,긍정,제품후기형
덕분에 저렴하게구입했어요 커텐봉이 품절이라 다이소에서 5천원에 구입해서 달았어요 반암막되는거같고 커텐덕분에 아이가 아침 늦게까지 자네요 제품이불량이라 반품안하고써요 대신별점은 깍았어요,2,0,0,0.1596825,0.48428312,부정,제품후기형
실망이네요,2,0,3,0.43561593,-2.1820612,부정,일반감성형
싸도 좋습니다 튼튼한지는 더 써봐야 알겠지요~^^,5,1,3,2.612971,0.05651294,긍정,일반감성형
포장 깔끔하고 빠르네요~~~ 재구매할께요,5,1,0,-1.4293854,1.0710441,긍정,제품후기형
만족합니다상태좋아요,5,1,3,1.0928655,3.091256,긍정,일반감성형
딱딱해서 적응하기가 어렵네요,2,0,3,0.28949413,-0.008077638,부정,일반감성형
다시 꽃샘추위가왔을때 창문바람 막아줘서 좋았어요,5,1,3,-0.6802979,-0.21960741,긍정,일반감성형
재구매 고구마달긴 한데 심줄이 많고 며칠지나니 군데군데 썩어요,2,0,3,-0.93902326,0.14507882,부정,일반감성형
잘 삶아지고 개별 포장되어있어 먹기좋네요. 약간 풀냄새가 나긴하지만 마늘넣어 먹으니 괜찮아요.,4,1,1,-1.4103905,-0.5527277,긍정,식품카테고리
밴딩 접었을때 Y라인 표시가 납니다. 딸아이가 입을건데.....,2,0,3,-0.48042217,-1.4276525,부정,일반감성형
"배송빠르고, 예뻐요~",4,1,2,-0.1516156,3.5659456,긍정,배송중심
진짜 구매하는데 불편하게 해 놓으셨네요.. 컵이랑 실리콘빨대 각각 장바구니 담으니 배송비가 이중으로 들다니.. 구매하려는 컵화면에서 옵션추가로 빨대를 구입했는데 생각했던거랑 다른 빨대가오고.. 도대체 왜 이렇게 해놓은건지 진짜 이해가 안되네요?^^,1,0,0,0.01102267,0.63012373,부정,제품후기형
잘받았습니다 시중에나온건 들어가도 이상한데 이건 괜찮아요 잘쓸게요,5,1,3,0.2848981,-0.0574102,긍정,일반감성형
설치할때 망치질하느라 손목이 좀 아프지만 코스트코 고릴라랙보다 예쁘고 튼튼해서 좋습니다^^,5,1,3,1.3953452,0.7183981,긍정,일반감성형
총알배송이었어요~ 신랑이 스트랩있는 작은사이즈 먼저사서 오래 잘들고있어요 ~ 이번에 큰사이즈나와서 제가들려고 겟 ㅎ 좋네요~ 역시튼튼 ㅎ 정말 저렴히잘산듯요 감사합니다~,5,1,3,1.8595703,-0.8173271,긍정,일반감성형
"립그립을 주문했는데 라운드그립이 왔네요, 교환하려다 배송이 너무길어 포기하고 그냥 씁니다",1,0,0,-0.12806346,-0.33463013,부정,제품후기형
잘 먹었습니다. 또 구매할께요,4,1,1,-2.647604,-0.0174994,긍정,식품카테고리
냄새가 너무 심해요 깔끔하고 예쁩니다,2,0,3,3.3981595,0.20840462,부정,일반감성형
정말 가볍고 잘 인식되요!! 무선이지만 잘 반응하고 건전지까지 들어있는 쎈쓰😆,5,1,3,0.8120573,0.35122123,긍정,일반감성형
편리해서 좋아요! 근데 모터 가열돼서 조금씩해야한다는 단점이 ㅠㅠ 그래도 손아플일 없어서 구매하길 잘했습니다!,4,1,0,-0.03919629,0.6218702,긍정,제품후기형
쓸만합니다./ 그동안 버티다 버티다가 구매했습니다. 차에서 쓸라고 샀어요. 차가 깡통이라 블루투스가 없어서 구매했는데 아주 편하네요.,5,1,0,-0.2938122,1.0519022,긍정,제품후기형
재구매 밥맛좋습니다좋아서 재구매합니다,5,1,0,-2.0502021,1.5245062,긍정,제품후기형
배송 빨라요,2,0,2,-2.0916557,2.7068093,부정,배송중심
배송빠르면좋겠어요ㅠㅠ,2,0,2,-0.18140776,3.5330098,부정,배송중심
소문난 뷰티샾에서도 포기할 정도로 손상이 심했던 머리결이 정말 좋아졌어요~,5,1,0,0.32598147,-0.2545181,긍정,제품후기형
잘 받았습니다~ 3온스가 조금 작아서 추가 주문햇네요 ㅎㅎ 5온스가 사이즈 딱 좋네요 ㅎㅎ 자주이용할게요~ 많이 파세요~,5,1,3,1.6425892,-0.88224304,긍정,일반감성형
생각보다 얇긴하지만 내용물이 비치진 않네요. 배송이 매우 빨랐습니다.,5,1,3,1.3838923,-1.8018212,긍정,일반감성형
재구매추천 두번째구입인데 역시나깔끔포장! 빠른배송! 넘나좋으네요ㅎㅎ 재구매의사 100퍼있습니당 번창하세요~ㅎㅎ,5,1,2,-1.9997182,1.9865949,긍정,배송중심
동생 사줫는데 맘에 들어하네요,5,1,3,3.0099392,1.2953765,긍정,일반감성형
너무 만족해요 재구매 할꺼에요,5,1,0,-1.8745841,1.5248119,긍정,제품후기형
잰거보다 한치수 크게했더니 사이즈 잘맞아요! 여성스럽고 아주 마음에듭니다,5,1,3,3.7247987,0.80997485,긍정,일반감성형
좋긴한데요,2,0,0,1.1773332,2.0002425,부정,제품후기형
정말 튼튼해요 배송도 빠르고요.,5,1,2,-0.2309768,3.1622825,긍정,배송중심
별로예요..배송 엄청 느리고 주문을 한것도 잊을만큼....,1,0,3,-1.2321501,-2.2957373,부정,일반감성형
프리링엄평,5,1,3,0.1490901,0.00058903586,긍정,일반감성형
제 베터리입니다.. 반드시 필요한 영앙제..,5,1,3,0.43286738,1.0610223,긍정,일반감성형
무료체험 손펌프로는 어림없습니다.,1,0,3,-0.45337367,4.0778456,부정,일반감성형
모든것 전부를 손질 즉 칼질을 해서 보낸 상품으로 하루 이틀 사흘만에 모두 썩어져서 속으로 무 바람 들듯이 되어버려 먹기조차 나뿐 상태는 지금까지 주문 상품중 최악입니다.,2,0,0,-0.68051916,-0.114575066,부정,제품후기형
처음 사 본 처음 사 본 도라지차 미세먼지 때문에 기관지가 안좋아져서 고생중이에요 도라지 먹으면 좋다고 해서 사봤는데 말리는 과정이 어떨지...미세먼지로부터는 안전하겠죠? ㅜ 일단 믿고 마셔봅니다...,4,1,3,-1.5482316,-0.21451522,긍정,일반감성형
색깔은 이렇습니다.,5,1,3,-0.33817884,0.29877737,긍정,일반감성형
선물했어요 잘 받았는지는 모르겠네요~~~~~~~~^^,2,0,0,-1.4202822,1.8153502,부정,제품후기형
정말 실망입니다ㅠㅠㅠ4개가 왔는데 포장도 다터져있고 4개다 냄새가 쉬었어요 돈아까워서라고 먹을라고 했는데 맛도 엉망이네요 결국 다 버렸습니다 감자랑 다른것도 시켰는데 걱정이네요,1,0,1,-0.4285925,-1.4136899,부정,식품카테고리
십만원이 넘는 가격대인데 다리가 금장이 아니였으면 그냥 밥상...같을거같네요.. 생각보다 저렴해보여요. 무게도 가볍구요ㅠㅠ 디자인만 예쁜듯해요,2,0,3,1.55722,0.13085292,부정,일반감성형
여기가 제일 싸네요 잘쓸께요,5,1,3,-0.87009025,1.1779047,긍정,일반감성형
올 여름 폭염 암막커튼으로 전기세 절약했습니다. 겨울도 보온성 기대합니다. 진짜온도 효과 차이납니다,5,1,3,2.8725348,-0.670941,긍정,일반감성형
비싼거 해도 싼거랑 똑같은거 옴,2,0,3,-0.14325587,0.55569124,부정,일반감성형
비와도 너무좋아요ㅎㅎ,5,1,3,1.3180884,2.2475004,긍정,일반감성형
잘받았슴니다 배송도빠르구 많이 파세요,5,1,2,-0.25803939,3.3795185,긍정,배송중심
ㅅㅋㅅㄷㄱㅇㄱㄷㄱㅇㄱㄷㄱㅇㄱㅅㅇ ㅆㅈㅂㅈㄷㄴㅇㅅㅂㅈㄷㄱ나븍ㄴㅅㄱ딪ㄴㅈㅎㄱㅇㅂㅇㄱㄷㄱ짓ㄱㄴㄱㅇㅂㅇㅈㄴㄷ누ㅡㄱㄴㅅㄱㅈㅂㅈㅅㅇㅅㅂㅅㄱㅈㄷ누ㅢㄷㅂㅈㅂㅇㄴㅅㄱ듴ㅅㄴㄱㅅㄱㅅㄱㅈㄱㄷㄱ시딧ㄴㅇㅅ늑ㄷㄱㅅㆍㅇㄴㅇㄱㅈㄱㄷㅅㄴㅇㄹㅋ,2,0,3,0.28014034,0.09099774,부정,일반감성형
신생아때부터 8갤까지 탈없이 잘 먹이구 있어요,5,1,3,-0.29544798,0.58382726,긍정,일반감성형
처음엔 좋았는데 보름정도 쓰니 냄새가 났어요. ㅠㅠ,1,0,3,-0.18870424,-1.3707854,부정,일반감성형
배송받고 개봉하는 순간 기분이 꽝꽝 케이스가 깨져있는 제품,1,0,0,-0.822771,-1.2175585,부정,제품후기형
재구매 재주문. 언제나 믿고 삽니다.,5,1,3,-1.2916439,1.0024142,긍정,일반감성형
불판이 갈라져서 틈새로 기름이 새어나오면서 불도 붙고 엉망이네요 이런 제품을 다른 고객들한테는 판매하지 않았으면 하네요,2,0,0,0.10859362,0.005286228,부정,제품후기형
향도 아주 은은하게 거의 없는 데다 한 장이 다른 물티슈(저가물티슈) 두세장 합친 두께라 경제적입니다. 청소용으로만 사용하는데 아기 있는 집은 아기한테 사용해도 좋을 것 같네요 ^^,5,1,0,0.6808958,0.56638765,긍정,제품후기형
"1 플러스1 이면 뭐하나요 생산일자가 2018년 10월 18 일이고, 유효기간이 이제 6개월 남았네요",1,0,3,-0.0126733035,0.12713046,부정,일반감성형
매번 잘 이용합니다 짱짱,5,1,0,-0.95534647,1.4311613,긍정,제품후기형
너무 큰것을 구매했나봐요~ 생각보다 길이김이 있고 사이즈도 생각보다 커요~~한치수작게 주문해도 될것같아요~,4,1,0,1.4982595,-0.09768203,긍정,제품후기형
잘먹을줄알고소분한거안사고완품샀더니안먹어요ㅠㅠ,1,0,1,-2.3317668,-0.13546465,부정,식품카테고리
재구매 여기서만 견과류 시켜먹어요. 또 주문해야겠네요.,5,1,1,-1.6403651,0.3693407,긍정,식품카테고리
배송은 일주일 걸렸고요 사진보이듯이 같은 세로사이즈218cm로 주문했는데 그린색이 더길어요 귀찮아서 그냥 걸어요 볼때마다 짜증나요 ㅠ,2,0,0,-0.37418795,-0.75392646,부정,제품후기형
아주아주 만족해요! 포근포근하니 정말 딱 사계절용 두께입니다.,5,1,3,-0.19472079,1.176636,긍정,일반감성형
상품에 찍힘이 너무 많네요 그냥 자전거 거치대라 사용하겠으나 좀 거시기 합니다.,2,0,0,0.2709738,0.15567626,부정,제품후기형
가락시장에서 사먹는 것보다도 싸더라구요. 맛있게 잘 먹었습니다,5,1,1,-2.6706498,-0.04540412,긍정,식품카테고리
길이가 조금 긴것을 제외하고는 모두 좋아요,5,1,3,1.5698217,-0.5386663,긍정,일반감성형
레드가 생각보다 이뻐서 좋았습니다,5,1,3,2.56398,2.1139364,긍정,일반감성형
좋아요 핑크핑크하고 장미꽃이 톡 나오는것도 귀여웠어요ㅎㅎ 피부도 부드러워지고 좋았습니당 다음에 또 구매할게요,5,1,0,0.34556904,1.7280611,긍정,제품후기형
재구매 2018년제조한걸 보내줌 지금은 2020년인데..정말 실망임 ㅡㅅㅡ,1,0,3,-0.37746003,-0.9986835,부정,일반감성형
슈퍼밀웜이 아니고 일반밀웜인데요,2,0,3,0.26209894,-0.7950429,부정,일반감성형
흠.. 좋지도 나쁘지도 않아요,2,0,3,2.7055905,-1.1800814,부정,일반감성형
사과 청포도 요구르트 순으로 맛있었어요,5,1,1,-2.249056,0.43404838,긍정,식품카테고리
계속 그라운드플랜 미스트만 쓰고있다가 이번에 대용량 주문했어요! 넘 좋아요,5,1,0,-0.3847952,0.47179037,긍정,제품후기형
"만족해요, 저렴한만큼 금방 해지고 그러면 또 사러올것같아요.",5,1,3,0.058605682,0.8924621,긍정,일반감성형
흰색은 집에서 수플레팬케이크 해먹으려 샀는데 사용하자마자 고장나는 줄 알았네요..다행히 고장은 안났지만..,4,1,1,-0.92533255,-1.7060846,긍정,식품카테고리
배송 설치 퀄리티 딱 가격만큼 합니다,1,0,0,1.7324094,0.57986873,부정,제품후기형
좋습니다 바람이 한가득 들어와 항상 빵빵하게 되네요,5,1,0,0.25862846,0.18958816,긍정,제품후기형
제품은 만족하는데 1+1 으로 구매했는데 하나만 발송이돼서 재요청 드렸는데 피드백 없어서 전화도 하고 또 하고 또 하고 겨우겨우 일주일만에 다시 받음..... 고객응대가 진짜 별로였음 그것만 빼면 제품은 좋음,1,0,0,-0.289281,0.09079211,부정,제품후기형
되긴하는데 에어팟 연결하면 소리가 들렸다 안들렸다해요,2,0,3,0.4085666,-3.2521553,부정,일반감성형
가볍고 편해요.멋집니다.,4,1,3,1.9975085,1.5613477,긍정,일반감성형
매우매우 만족합니다! 나무 질감과 색상 좋구요~~^^ 친환경적이고 유니크해서 좋네요! 라운드형이 사진으로는 엄청 크고 무거워 보이지만 실제품은 전혀 안그렇네요 ^^,5,1,3,0.43701863,1.2750834,긍정,일반감성형
재구매 모델이 입은것과 완전 다르네요 소매는 너무크고 길고.... 그냥은 절대못입겠네요 수선비도 들고 아주별루예요,1,0,3,0.9513959,-0.47612962,부정,일반감성형
이빤스 예쁨 다른반티에 비해 편해서 자주 입을것같아요,5,1,3,0.97356606,1.31649,긍정,일반감성형
이런 쓰봉!!! 차라리 피스를 쓰는게 낫겠다,2,0,3,-0.31849542,0.5100408,부정,일반감성형
배송도 빠르고 안전하게 잘 받았어요 분유 쟁여 놓으니 푸근하네요!,5,1,2,-0.6337569,2.577473,긍정,배송중심
저렴하게 구ㅒ해서 좋아요,5,1,0,0.71199316,1.7335687,긍정,제품후기형
이뻐요. 너무 맘에 듭니다.,5,1,3,3.5636911,0.83839995,긍정,일반감성형
치킨찍어먹었는데 면삷을뻔,5,1,1,-2.4655693,0.033853292,긍정,식품카테고리
제품설명이랑 사이즈가 상이해서 사용할 수가 없네요. 반품 할 시간이 없어서 구매 확정합니다. 사이즈 정보 수정해주세요.,1,0,0,0.25046852,0.0060625803,부정,제품후기형
너무 길이가 짧아서 ...,1,0,3,0.80257577,-0.88257635,부정,일반감성형
생각했던것 보다는 큰 것 빼고는 색깔도 너무이쁘고 마음에 들어요 ~^^,5,1,0,3.169721,1.0888089,긍정,제품후기형
처음한번쓰자마자대가부러져버리네요ㅡㅡㅋ좀더신경써서만들었으면히니요,2,0,3,0.8504371,-1.6754154,부정,일반감성형
개운하고 좋아요. 잘 사용하고 있습니다.,5,1,3,0.90121454,0.94564116,긍정,일반감성형
